Carrier,Month,DeviceModel,Number of Customers
"SPRINT","November","ASDASDASDPH-L520ZW123ASDASDASDPR","1"
"SPRINT","November","ASDASDASDPH-L600ZK123ASDASDASDPR","3"
"SPRINT","November","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","47"
"SPRINT","November","ASDASDASDPH-L900ZW123ASDASDASDPR","3"
"SPRINT","November","ASDASDASDPH-LASD10MB123ASDASDASDPR","217"
"SPRINT","November","ASDASDASDPH-LASD10MBBASDASDASDPR","11"
"SPRINT","November","ASDASDASDPH-LASD10RWBASDASDASDPR","13"
"SPRINT","November","ASDASDASDPH-LASD10ZPBASDASDASDPR","1"
"SPRINT","November","ASDASDASDPH-LASD20ZB123ASDASDASDPR","5"
"SPRINT","November","ASDASDASDPH-LASD20ZK123ASDASDASDPR","72"
"SPRINT","November","ASDASDASDPH-LASD20ZP123ASDASDASDPR","2"
"SPRINT","November","ASDASDASDPH-LASD20ZW123ASDASDASDPR","14"
"SPRINT","November","ASDASDASDPH-M550ZK123ASDASDASDPR","1"
"SPRINT","November","ASDASDASDPH-M5QWE0ZR123ASDASDASDPR","1"
"SPRINT","November","ASDASDASDPH-M620ZR123ASDASDASDPR","1"
"SPRINT","November","ASDASDASDPH-M800ZK123ASDASDASDPR","5"
"SPRINT","November","ASDASDASDPH-M850BASDASDASD123ASDASDASDPR","2"
"SPRINT","November","ASDASDASDPH-M910ZK123ASDASDASDPR","1"
"SPRINT","November","ASDASDASDPH-M920ZK123ASDASDASDPR","1"
"SPRINT","November","ASDASDASDPH-P500TASDASDASD123ASDASDASDPR","1"
"SPRINT","November","GT-PASD510FK123ASDASDASDPR","1"
"SPRINT","October","ASDASDASDM-G860PZB123ASDASDASDPR","8"
"SPRINT","October","ASDASDASDM-G860PZR123ASDASDASDPR","8"
"SPRINT","October","ASDASDASDM-G900PZD123ASDASDASDPR","12"
"SPRINT","October","ASDASDASDM-G900PZK123ASDASDASDPR","31"
"SPRINT","October","ASDASDASDM-G900PZW123ASDASDASDPR","19"
"SPRINT","October","ASDASDASDM-N900PZKEASDASDASDPR","38"
"SPRINT","October","ASDASDASDM-N900PZWEASDASDASDPR","10"
"SPRINT","October","ASDASDASDM-N910PZKEASDASDASDPR","36"
"SPRINT","October","ASDASDASDM-N910PZWEASDASDASDPR","22"
"SPRINT","October","ASDASDASDM-N915PZKEASDASDASDPR","3"
"SPRINT","October","ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR","1"
"SPRINT","October","ASDASDASDM-T21ASDASDASDASDZW123ASDASDASDPR","23"
"SPRINT","October","ASDASDASDPH-DASD00ZK123ASDASDASDPR","6"
"SPRINT","October","ASDASDASDPH-DASD10ZK123ASDASDASDPR","2"
"SPRINT","October","ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR","9"
"SPRINT","October","ASDASDASDPH-L520ZK123ASDASDASDPR","1"
"SPRINT","October","ASDASDASDPH-L600ZK123ASDASDASDPR","5"
"SPRINT","October","ASDASDASDPH-L600ZW123ASDASDASDPR","4"
"SPRINT","October","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","17"
"SPRINT","October","ASDASDASDPH-L900ZW123ASDASDASDPR","3"
"SPRINT","October","ASDASDASDPH-LASD00ZK123ASDASDASDPR","1"
"SPRINT","October","ASDASDASDPH-LASD10MB123ASDASDASDPR","169"
"SPRINT","October","ASDASDASDPH-LASD10MBBASDASDASDPR","11"
"SPRINT","October","ASDASDASDPH-LASD10RWBASDASDASDPR","15"
"SPRINT","October","ASDASDASDPH-LASD10ZPBASDASDASDPR","2"
"SPRINT","October","ASDASDASDPH-LASD20ZB123ASDASDASDPR","5"
"SPRINT","October","ASDASDASDPH-LASD20ZK123ASDASDASDPR","72"
"SPRINT","October","ASDASDASDPH-LASD20ZP123ASDASDASDPR","2"
"SPRINT","October","ASDASDASDPH-LASD20ZW123ASDASDASDPR","22"
"SPRINT","October","ASDASDASDPH-M320ZASDASDASD123ASDASDASDPR","1"
"SPRINT","October","ASDASDASDPH-M520ZASDASDASD123ASDASDASDPR","1"
"SPRINT","October","ASDASDASDPH-M5ASD0ZK123ASDASDASDPR","1"
"SPRINT","October","ASDASDASDPH-M800ZK123ASDASDASDPR","4"
"SPRINT","October","ASDASDASDPH-M900ZK123ASDASDASDPR","1"
"SPRINT","October","ASDASDASDPH-M910ZI123ASDASDASDPR","1"
"SPRINT","October","ASDASDASDPH-P500TASDASDASD123ASDASDASDPR","1"
"SPRINT","September","ASDASDASDM-G860PZB123ASDASDASDPR","13"
"SPRINT","September","ASDASDASDM-G860PZR123ASDASDASDPR","6"
"SPRINT","September","ASDASDASDM-G900PZD123ASDASDASDPR","18"
"SPRINT","September","ASDASDASDM-G900PZK123ASDASDASDPR","27"
"SPRINT","September","ASDASDASDM-G900PZW123ASDASDASDPR","13"
"SPRINT","September","ASDASDASDM-N900PZKEASDASDASDPR","17"
"SPRINT","September","ASDASDASDM-N900PZWEASDASDASDPR","16"
"SPRINT","September","ASDASDASDM-N910PZKEASDASDASDPR","2"
"SPRINT","September","ASDASDASDM-N915PZKEASDASDASDPR","2"
"SPRINT","September","ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR","12"
"SPRINT","September","ASDASDASDM-T23ASDPYK123ASDASDASDPR","1"
"SPRINT","September","ASDASDASDPH-DASD00ZK123ASDASDASDPR","7"
"SPRINT","September","ASDASDASDPH-DASD10ZW123ASDASDASDPR","1"
"SPRINT","September","ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR","4"
"SPRINT","September","ASDASDASDPH-L520ZK123ASDASDASDPR","3"
"SPRINT","September","ASDASDASDPH-L600ZK123ASDASDASDPR","2"
"SPRINT","September","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","11"
"SPRINT","September","ASDASDASDPH-L900ZW123ASDASDASDPR","4"
"SPRINT","September","ASDASDASDPH-LASD00ZK123ASDASDASDPR","1"
"SPRINT","September","ASDASDASDPH-LASD10MB123ASDASDASDPR","158"
"SPRINT","September","ASDASDASDPH-LASD10MBBASDASDASDPR","6"
"SPRINT","September","ASDASDASDPH-LASD10RWBASDASDASDPR","11"
"SPRINT","September","ASDASDASDPH-LASD10ZPBASDASDASDPR","1"
"SPRINT","September","ASDASDASDPH-LASD20ZB123ASDASDASDPR","1"
"SPRINT","September","ASDASDASDPH-LASD20ZK123ASDASDASDPR","73"
"SPRINT","September","ASDASDASDPH-LASD20ZW123ASDASDASDPR","12"
"SPRINT","September","ASDASDASDPH-M550ZK123ASDASDASDPR","1"
"SPRINT","September","ASDASDASDPH-M5QWE0ZR123ASDASDASDPR","1"
"SPRINT","September","ASDASDASDPH-M610D123123ASDASDASDPR","1"
"SPRINT","September","ASDASDASDPH-M800ZK123ASDASDASDPR","6"
"SPRINT","September","ASDASDASDPH-M900ZK123ASDASDASDPR","1"
"SPRINT","September","ASDASDASDPH-M910ZK123ASDASDASDPR","2"
"SPRINT","September","ASDASDASDPH-M920ZK123ASDASDASDPR","1"
"SPRINT","September","ASDASDASDPH-P100ZK123ASDASDASDPR","1"
"SPRINT","September","GT-PASD510M123DASDASDASDPR","1"
"T-MOBILE","April","ASDASDASDGH-M819ZK123TMB","3"
"T-MOBILE","April","ASDASDASDGH-M919RW123TMB","6"
"T-MOBILE","April","ASDASDASDGH-M919ZK123TMB","55"
"T-MOBILE","April","ASDASDASDGH-M919ZW123TMB","49"
"T-MOBILE","April","ASDASDASDGH-T139I123BTMB","1"
"T-MOBILE","April","ASDASDASDGH-T139I123WTMB","1"
"T-MOBILE","April","ASDASDASDGH-T159YKBTMB","1"
"T-MOBILE","April","ASDASDASDGH-T359FBBTMB","1"
"T-MOBILE","April","ASDASDASDGH-T399DN123TMB","15"
"T-MOBILE","April","ASDASDASDGH-T559RR123TMB","1"
"T-MOBILE","April","ASDASDASDGH-T599D123123TMB","3"
"T-MOBILE","April","ASDASDASDGH-T599E123123TMB","26"
"T-MOBILE","April","ASDASDASDGH-T609PWBTMB","1"
"T-MOBILE","April","ASDASDASDGH-T619ASDASDASDASDASDASDBTMB","1"
"T-MOBILE","April","ASDASDASDGH-T699D123BTMB","3"
"T-MOBILE","April","ASDASDASDGH-T839H123BTMB","1"
"T-MOBILE","April","ASDASDASDGH-T859UWBTMB","3"
"T-MOBILE","April","ASDASDASDGH-T889PASDASDASD123TMB","28"
"T-MOBILE","April","ASDASDASDGH-T889TASDASDASD123TMB","12"
"T-MOBILE","April","ASDASDASDGH-T889ZW123TMB","3"
"T-MOBILE","April","ASDASDASDGH-T919CNBTMB","1"
"T-MOBILE","April","ASDASDASDGH-T959H123BTMB","2"
"T-MOBILE","April","ASDASDASDGH-T959ZK123TMB","2"
"T-MOBILE","April","ASDASDASDGH-T959ZKMTMB","1"
"T-MOBILE","April","ASDASDASDGH-T989123123BTMB","17"
"T-MOBILE","April","ASDASDASDGH-T989ZKBTMB","9"
"T-MOBILE","April","ASDASDASDGH-T989ZWBTMB","5"
"T-MOBILE","April","ASDASDASDGH-T999MB123TMB","91"
"T-MOBILE","April","ASDASDASDGH-T999RW123TMB","15"
"T-MOBILE","April","ASDASDASDGH-T999Z123123TMB","1"
"T-MOBILE","April","ASDASDASDGH-T999ZW123TMB","9"
"T-MOBILE","April","ASDASDASDGH-TASD69NKBTMB","2"
"T-MOBILE","April","ASDASDASDGH-TASDASD9TASDASDASDBTMB","1"
"T-MOBILE","April","ASDASDASDGH-TASDQWE9Z123BTMB","1"
"T-MOBILE","April","ASDASDASDGH-TASDQWE9ZOBTMB","1"
"T-MOBILE","April","ASDASDASDGH-TQWE99M123BTMB","3"
"T-MOBILE","April","ASDASDASDM-G386TRK123TMB","19"
"T-MOBILE","April","ASDASDASDM-G386TZK123TMB","10"
"T-MOBILE","April","ASDASDASDM-G900TRK123TMB","3"
"T-MOBILE","April","ASDASDASDM-G900TZD123TMB","2"
"T-MOBILE","April","ASDASDASDM-G900TZK123TMB","100"
"T-MOBILE","April","ASDASDASDM-G900TZW123TMB","121"
"T-MOBILE","April","ASDASDASDM-G920TZD123TMB","4"
"T-MOBILE","April","ASDASDASDM-G920TZDETMB","1"
"T-MOBILE","April","ASDASDASDM-G920TZK123TMB","24"
"T-MOBILE","April","ASDASDASDM-G920TZKETMB","7"
"T-MOBILE","April","ASDASDASDM-G920TZW123TMB","16"
"T-MOBILE","April","ASDASDASDM-G920TZWETMB","2"
"T-MOBILE","April","ASDASDASDM-G920TZWFTMB","1"
"T-MOBILE","April","ASDASDASDM-G925TZD123TMB","1"
"T-MOBILE","April","ASDASDASDM-G925TZDETMB","6"
"T-MOBILE","April","ASDASDASDM-G925TZK123TMB","29"
"T-MOBILE","April","ASDASDASDM-G925TZKETMB","14"
"T-MOBILE","April","ASDASDASDM-G925TZKFTMB","1"
"T-MOBILE","April","ASDASDASDM-G925TZW123TMB","23"
"T-MOBILE","April","ASDASDASDM-G925TZWETMB","9"
"T-MOBILE","April","ASDASDASDM-G925TZWFTMB","1"
"T-MOBILE","April","ASDASDASDM-N900TZKETMB","49"
"T-MOBILE","April","ASDASDASDM-N900TZWETMB","24"
"T-MOBILE","April","ASDASDASDM-N910TZKETMB","27"
"T-MOBILE","April","ASDASDASDM-N910TZWETMB","9"
"T-MOBILE","April","ASDASDASDM-N915TZKETMB","6"
"T-MOBILE","April","ASDASDASDM-T21ASDTMK123TMB","4"
"T-MOBILE","April","ASDASDASDM-T33ASDTZW123TMB","2"
"T-MOBILE","April","GT-I9020FASDASDASDTTMB","4"
"T-MOBILE","August","ASDASDASDGH-M819ZK123TMB","2"
"T-MOBILE","August","ASDASDASDGH-M919RW123TMB","14"
"T-MOBILE","August","ASDASDASDGH-M919ZK123TMB","115"
"T-MOBILE","August","ASDASDASDGH-M919ZW123TMB","30"
"T-MOBILE","August","ASDASDASDGH-T399DN123TMB","20"
"T-MOBILE","August","ASDASDASDGH-T589HBBTMB","3"
"T-MOBILE","August","ASDASDASDGH-T599D123123TMB","6"
"T-MOBILE","August","ASDASDASDGH-T599E123123TMB","25"
"T-MOBILE","August","ASDASDASDGH-T669123123BTMB","1"
"T-MOBILE","August","ASDASDASDGH-T699D123BTMB","1"
"T-MOBILE","August","ASDASDASDGH-T6ASD9DBBTMB","1"
"T-MOBILE","August","ASDASDASDGH-T889PASDASDASD123TMB","21"
"T-MOBILE","August","ASDASDASDGH-T889TASDASDASD123TMB","7"
"T-MOBILE","August","ASDASDASDGH-T889ZW123TMB","6"
"T-MOBILE","August","ASDASDASDGH-T959ZKBTMB","8"
"T-MOBILE","August","ASDASDASDGH-T959ZKMTMB","1"
"T-MOBILE","August","ASDASDASDGH-T989123123BTMB","5"
"T-MOBILE","August","ASDASDASDGH-T989ZKBTMB","9"
"T-MOBILE","August","ASDASDASDGH-T989ZWBTMB","3"
"T-MOBILE","August","ASDASDASDGH-T999MB123TMB","125"
"T-MOBILE","August","ASDASDASDGH-T999NB123TMB","1"
"T-MOBILE","August","ASDASDASDGH-T999RW123TMB","17"
"T-MOBILE","August","ASDASDASDGH-T999Z123123TMB","10"
"T-MOBILE","August","ASDASDASDGH-T999ZW123TMB","8"
"T-MOBILE","August","ASDASDASDGH-TASD69NKBTMB","2"
"T-MOBILE","August","ASDASDASDGH-TASDASD9TASDASDASDBTMB","1"
"T-MOBILE","August","ASDASDASDGH-TASDQWE9Z123BTMB","1"
"T-MOBILE","August","ASDASDASDGH-TASDQWE9ZOBTMB","1"
"T-MOBILE","August","ASDASDASDGH-TQWE59BGBTMB","2"
"T-MOBILE","August","ASDASDASDGH-TQWE59BGWTMB","1"
"T-MOBILE","August","ASDASDASDM-G386TZK123TMB","14"
"T-MOBILE","August","ASDASDASDM-G900TRK123TMB","4"
"T-MOBILE","August","ASDASDASDM-G900TZD123TMB","13"
"T-MOBILE","August","ASDASDASDM-G900TZK123TMB","46"
"T-MOBILE","August","ASDASDASDM-G900TZW123TMB","49"
"T-MOBILE","August","ASDASDASDM-N900TZKETMB","43"
"T-MOBILE","August","ASDASDASDM-N900TZWETMB","13"
"T-MOBILE","August","ASDASDASDM-T21ASDTMK123TMB","2"
"T-MOBILE","August","ASDASDASDM-T33ASDTZW123TMB","1"
"T-MOBILE","August","GT-I9020FASDASDASDTTMB","2"
"T-MOBILE","December","ASDASDASDGH-M819ZK123TMB","3"
"T-MOBILE","December","ASDASDASDGH-M919RW123TMB","11"
"T-MOBILE","December","ASDASDASDGH-M919ZK123TMB","95"
"T-MOBILE","December","ASDASDASDGH-M919ZW123TMB","29"
"T-MOBILE","December","ASDASDASDGH-T239WRBTMB","2"
"T-MOBILE","December","ASDASDASDGH-T399DN123TMB","18"
"T-MOBILE","December","ASDASDASDGH-T599D123123TMB","4"
"T-MOBILE","December","ASDASDASDGH-T599E123123TMB","36"
"T-MOBILE","December","ASDASDASDGH-T699D123BTMB","4"
"T-MOBILE","December","ASDASDASDGH-T6ASD9DBBTMB","3"
"T-MOBILE","December","ASDASDASDGH-T859UWBTMB","1"
"T-MOBILE","December","ASDASDASDGH-T889PASDASDASD123TMB","41"
"T-MOBILE","December","ASDASDASDGH-T889TASDASDASD123TMB","9"
"T-MOBILE","December","ASDASDASDGH-T889ZW123TMB","3"
"T-MOBILE","December","ASDASDASDGH-T8ASD9ZBBTMB","1"
"T-MOBILE","December","ASDASDASDGH-T8QWE9ZKBTMB","5"
"T-MOBILE","December","ASDASDASDGH-T959ZK123TMB","2"
"T-MOBILE","December","ASDASDASDGH-T959ZKBTMB","6"
"T-MOBILE","December","ASDASDASDGH-T989123123BTMB","8"
"T-MOBILE","December","ASDASDASDGH-T989ZKBTMB","12"
"T-MOBILE","December","ASDASDASDGH-T989ZWBTMB","2"
"T-MOBILE","December","ASDASDASDGH-T999MB123TMB","185"
"T-MOBILE","December","ASDASDASDGH-T999RW123TMB","18"
"T-MOBILE","December","ASDASDASDGH-T999RWBTMB","1"
"T-MOBILE","December","ASDASDASDGH-T999Z123123TMB","13"
"T-MOBILE","December","ASDASDASDGH-T999ZW123TMB","5"
"T-MOBILE","December","ASDASDASDGH-TASD29ZKBTMB","1"
"T-MOBILE","December","ASDASDASDGH-TASD69NKBTMB","8"
"T-MOBILE","December","ASDASDASDGH-TASDASD9TASDASDASDBTMB","1"
"T-MOBILE","December","ASDASDASDGH-TASDQWE9Z123123TMB","1"
"T-MOBILE","December","ASDASDASDGH-TASDQWE9Z123BTMB","1"
"T-MOBILE","December","ASDASDASDGH-TQWE59BG123TMB","2"
"T-MOBILE","December","ASDASDASDGH-TQWE59BGBTMB","1"
"T-MOBILE","December","ASDASDASDGH-TQWE99M123BTMB","1"
"T-MOBILE","December","ASDASDASDM-G386TRK123TMB","16"
"T-MOBILE","December","ASDASDASDM-G386TZK123TMB","12"
"T-MOBILE","December","ASDASDASDM-G900TRK123TMB","2"
"T-MOBILE","December","ASDASDASDM-G900TZD123TMB","7"
"T-MOBILE","December","ASDASDASDM-G900TZK123TMB","47"
"T-MOBILE","December","ASDASDASDM-G900TZW123TMB","33"
"T-MOBILE","December","ASDASDASDM-N900TZKETMB","56"
"T-MOBILE","December","ASDASDASDM-N900TZWETMB","7"
"T-MOBILE","December","ASDASDASDM-N910TZKETMB","50"
"T-MOBILE","December","ASDASDASDM-N910TZWETMB","28"
"T-MOBILE","December","ASDASDASDM-N915TZKETMB","6"
"T-MOBILE","December","ASDASDASDM-P60ASDTZKETMB","2"
"T-MOBILE","December","ASDASDASDM-T21ASDTMK123TMB","1"
"T-MOBILE","December","ASDASDASDM-T33ASDTZW123TMB","8"
"T-MOBILE","December","GT-I9020FASDASDASDTTMB","3"
"T-MOBILE","February","ASDASDASDGH-M819ZK123TMB","10"
"T-MOBILE","February","ASDASDASDGH-M919RW123TMB","12"
"T-MOBILE","February","ASDASDASDGH-M919ZK123TMB","73"
"T-MOBILE","February","ASDASDASDGH-M919ZW123TMB","56"
"T-MOBILE","February","ASDASDASDGH-T139I123BTMB","1"
"T-MOBILE","February","ASDASDASDGH-T239WRBTMB","1"
"T-MOBILE","February","ASDASDASDGH-T399DN123TMB","21"
"T-MOBILE","February","ASDASDASDGH-T599E123123TMB","39"
"T-MOBILE","February","ASDASDASDGH-T669123123BTMB","1"
"T-MOBILE","February","ASDASDASDGH-T6ASD9DBBTMB","3"
"T-MOBILE","February","ASDASDASDGH-T889PASDASDASD123TMB","28"
"T-MOBILE","February","ASDASDASDGH-T889TASDASDASD123TMB","12"
"T-MOBILE","February","ASDASDASDGH-T889ZW123TMB","3"
"T-MOBILE","February","ASDASDASDGH-T919CNBTMB","1"
"T-MOBILE","February","ASDASDASDGH-T959H123BTMB","2"
"T-MOBILE","February","ASDASDASDGH-T959ZKBTMB","4"
"T-MOBILE","February","ASDASDASDGH-T989123123BTMB","5"
"T-MOBILE","February","ASDASDASDGH-T989ZKBTMB","10"
"T-MOBILE","February","ASDASDASDGH-T989ZWBTMB","5"
"T-MOBILE","February","ASDASDASDGH-T999MB123TMB","105"
"T-MOBILE","February","ASDASDASDGH-T999NB123TMB","3"
"T-MOBILE","February","ASDASDASDGH-T999RW123TMB","20"
"T-MOBILE","February","ASDASDASDGH-T999Z123123TMB","1"
"T-MOBILE","February","ASDASDASDGH-T999ZW123TMB","18"
"T-MOBILE","February","ASDASDASDGH-TASD39TASDASDASDBTMB","1"
"T-MOBILE","February","ASDASDASDGH-TASD69NKBTMB","1"
"T-MOBILE","February","ASDASDASDGH-TQWE69D123123TMB","1"
"T-MOBILE","February","ASDASDASDGH-TQWEASD9LGBTMB","1"
"T-MOBILE","February","ASDASDASDM-G386TRK123TMB","47"
"T-MOBILE","February","ASDASDASDM-G386TZK123TMB","23"
"T-MOBILE","February","ASDASDASDM-G900TRK123TMB","2"
"T-MOBILE","February","ASDASDASDM-G900TZD123TMB","3"
"T-MOBILE","February","ASDASDASDM-G900TZK123TMB","54"
"T-MOBILE","February","ASDASDASDM-G900TZW123TMB","39"
"T-MOBILE","February","ASDASDASDM-N900TZKETMB","70"
"T-MOBILE","February","ASDASDASDM-N900TZWETMB","22"
"T-MOBILE","February","ASDASDASDM-N910TZKETMB","49"
"T-MOBILE","February","ASDASDASDM-N910TZWETMB","37"
"T-MOBILE","February","ASDASDASDM-N915TZKETMB","8"
"T-MOBILE","February","ASDASDASDM-P60ASDTZKETMB","2"
"T-MOBILE","February","ASDASDASDM-T21ASDTMK123TMB","1"
"T-MOBILE","February","ASDASDASDM-T33ASDTZW123TMB","3"
"T-MOBILE","February","GT-I9020FASDASDASDTTMB","4"
"T-MOBILE","January","ASDASDASDEG-T959H123123TMB","1"
"T-MOBILE","January","ASDASDASDGH-M819ZK123TMB","4"
"T-MOBILE","January","ASDASDASDGH-M919RW123TMB","10"
"T-MOBILE","January","ASDASDASDGH-M919ZK123TMB","127"
"T-MOBILE","January","ASDASDASDGH-M919ZW123TMB","35"
"T-MOBILE","January","ASDASDASDGH-T139I123WTMB","1"
"T-MOBILE","January","ASDASDASDGH-T359FBBTMB","1"
"T-MOBILE","January","ASDASDASDGH-T369ZKKTMB","1"
"T-MOBILE","January","ASDASDASDGH-T399DN123TMB","22"
"T-MOBILE","January","ASDASDASDGH-T589HBBTMB","1"
"T-MOBILE","January","ASDASDASDGH-T599D123123TMB","8"
"T-MOBILE","January","ASDASDASDGH-T599E123123TMB","24"
"T-MOBILE","January","ASDASDASDGH-T699D123BTMB","6"
"T-MOBILE","January","ASDASDASDGH-T6ASD9DBBTMB","1"
"T-MOBILE","January","ASDASDASDGH-T6ASD9DBWTMB","1"
"T-MOBILE","January","ASDASDASDGH-T859UWBTMB","6"
"T-MOBILE","January","ASDASDASDGH-T889PASDASDASD123TMB","80"
"T-MOBILE","January","ASDASDASDGH-T889TASDASDASD123TMB","3"
"T-MOBILE","January","ASDASDASDGH-T889ZW123TMB","3"
"T-MOBILE","January","ASDASDASDGH-T8ASD9ZBBTMB","5"
"T-MOBILE","January","ASDASDASDGH-T8QWE9ZKBTMB","2"
"T-MOBILE","January","ASDASDASDGH-T919CNBTMB","3"
"T-MOBILE","January","ASDASDASDGH-T959H123BTMB","1"
"T-MOBILE","January","ASDASDASDGH-T959ZKBTMB","8"
"T-MOBILE","January","ASDASDASDGH-T989123123BTMB","28"
"T-MOBILE","January","ASDASDASDGH-T989ZKBTMB","4"
"T-MOBILE","January","ASDASDASDGH-T989ZWBTMB","1"
"T-MOBILE","January","ASDASDASDGH-T999MB123TMB","236"
"T-MOBILE","January","ASDASDASDGH-T999NB123TMB","3"
"T-MOBILE","January","ASDASDASDGH-T999RW123TMB","9"
"T-MOBILE","January","ASDASDASDGH-T999Z123123TMB","17"
"T-MOBILE","January","ASDASDASDGH-T999ZW123TMB","2"
"T-MOBILE","January","ASDASDASDGH-TASD29ZKBTMB","1"
"T-MOBILE","January","ASDASDASDGH-TASD69NKBTMB","4"
"T-MOBILE","January","ASDASDASDGH-TASDASD9TASDASDASDBTMB","4"
"T-MOBILE","January","ASDASDASDGH-TASDQWE9Z123BTMB","1"
"T-MOBILE","January","ASDASDASDGH-TASDQWE9ZOBTMB","1"
"T-MOBILE","January","ASDASDASDGH-TQWE59BG123TMB","1"
"T-MOBILE","January","ASDASDASDGH-TQWEASD9LGBTMB","1"
"T-MOBILE","January","ASDASDASDGH-TQWEASD9OKBTMB","1"
"T-MOBILE","January","ASDASDASDM-G386TRK123TMB","13"
"T-MOBILE","January","ASDASDASDM-G386TZK123TMB","14"
"T-MOBILE","January","ASDASDASDM-G900TRK123TMB","2"
"T-MOBILE","January","ASDASDASDM-G900TZD123TMB","3"
"T-MOBILE","January","ASDASDASDM-G900TZK123TMB","40"
"T-MOBILE","January","ASDASDASDM-G900TZW123TMB","43"
"T-MOBILE","January","ASDASDASDM-N900TZKETMB","52"
"T-MOBILE","January","ASDASDASDM-N900TZWETMB","9"
"T-MOBILE","January","ASDASDASDM-N910TZKETMB","41"
"T-MOBILE","January","ASDASDASDM-N910TZWETMB","24"
"T-MOBILE","January","ASDASDASDM-N915TZKETMB","8"
"T-MOBILE","January","ASDASDASDM-P60ASDTZKETMB","3"
"T-MOBILE","January","ASDASDASDM-T33ASDTZW123TMB","1"
"T-MOBILE","January","GT-I9020FASDASDASDTTMB","3"
"T-MOBILE","July","ASDASDASDGH-M819ZK123TMB","6"
"T-MOBILE","July","ASDASDASDGH-M919RW123TMB","12"
"T-MOBILE","July","ASDASDASDGH-M919ZK123TMB","122"
"T-MOBILE","July","ASDASDASDGH-M919ZW123TMB","37"
"T-MOBILE","July","ASDASDASDGH-T329NASDASDASDBTMB","1"
"T-MOBILE","July","ASDASDASDGH-T359FBBTMB","1"
"T-MOBILE","July","ASDASDASDGH-T399DN123TMB","19"
"T-MOBILE","July","ASDASDASDGH-T599D123123TMB","6"
"T-MOBILE","July","ASDASDASDGH-T599E123123TMB","34"
"T-MOBILE","July","ASDASDASDGH-T669123123BTMB","3"
"T-MOBILE","July","ASDASDASDGH-T699D123BTMB","3"
"T-MOBILE","July","ASDASDASDGH-T6ASD9DBBTMB","1"
"T-MOBILE","July","ASDASDASDGH-T859UWBTMB","2"
"T-MOBILE","July","ASDASDASDGH-T889PASDASDASD123TMB","21"
"T-MOBILE","July","ASDASDASDGH-T889TASDASDASD123TMB","5"
"T-MOBILE","July","ASDASDASDGH-T889ZW123TMB","3"
"T-MOBILE","July","ASDASDASDGH-T919CNBTMB","1"
"T-MOBILE","July","ASDASDASDGH-T929ZK123TMB","2"
"T-MOBILE","July","ASDASDASDGH-T959H123BTMB","2"
"T-MOBILE","July","ASDASDASDGH-T959ZKBTMB","3"
"T-MOBILE","July","ASDASDASDGH-T959ZKMTMB","1"
"T-MOBILE","July","ASDASDASDGH-T989123123BTMB","10"
"T-MOBILE","July","ASDASDASDGH-T989ZKBTMB","12"
"T-MOBILE","July","ASDASDASDGH-T989ZWBTMB","4"
"T-MOBILE","July","ASDASDASDGH-T999MB123TMB","123"
"T-MOBILE","July","ASDASDASDGH-T999NB123TMB","1"
"T-MOBILE","July","ASDASDASDGH-T999RW123TMB","7"
"T-MOBILE","July","ASDASDASDGH-T999Z123123TMB","26"
"T-MOBILE","July","ASDASDASDGH-T999ZW123TMB","9"
"T-MOBILE","July","ASDASDASDGH-TASD69NKBTMB","1"
"T-MOBILE","July","ASDASDASDGH-TASDASD9TASDASDASDBTMB","1"
"T-MOBILE","July","ASDASDASDGH-TQWE59BGWTMB","1"
"T-MOBILE","July","ASDASDASDGH-TQWE99M123BTMB","1"
"T-MOBILE","July","ASDASDASDM-G386TZK123TMB","1"
"T-MOBILE","July","ASDASDASDM-G900TRK123TMB","3"
"T-MOBILE","July","ASDASDASDM-G900TZD123TMB","6"
"T-MOBILE","July","ASDASDASDM-G900TZK123TMB","64"
"T-MOBILE","July","ASDASDASDM-G900TZW123TMB","46"
"T-MOBILE","July","ASDASDASDM-N900TZKETMB","25"
"T-MOBILE","July","ASDASDASDM-N900TZWETMB","20"
"T-MOBILE","July","ASDASDASDM-P60ASDTZKETMB","1"
"T-MOBILE","July","ASDASDASDM-T21ASDTMK123TMB","3"
"T-MOBILE","June","ASDASDASDGH-M819ZK123TMB","2"
"T-MOBILE","June","ASDASDASDGH-M919RW123TMB","7"
"T-MOBILE","June","ASDASDASDGH-M919ZK123TMB","156"
"T-MOBILE","June","ASDASDASDGH-M919ZW123TMB","35"
"T-MOBILE","June","ASDASDASDGH-T139I123123TMB","2"
"T-MOBILE","June","ASDASDASDGH-T329NASDASDASDBTMB","1"
"T-MOBILE","June","ASDASDASDGH-T399DN123TMB","19"
"T-MOBILE","June","ASDASDASDGH-T599D123123TMB","6"
"T-MOBILE","June","ASDASDASDGH-T599E123123TMB","32"
"T-MOBILE","June","ASDASDASDGH-T699D123BTMB","3"
"T-MOBILE","June","ASDASDASDGH-T6ASD9DBBTMB","1"
