"57_BRX Welcome Stream","","T3","","2013-04-02","1","1","0","1.0000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-04-03","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-04-04","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-04-05","2","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-04-07","2","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-04-08","2","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-04-09","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-04-10","2","1","0","0.5000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-04-15","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-04-28","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-02","0","0","0","NULL","NULL","NULL","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-03","3","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-04","5","1","0","0.2000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-05-05","2","1","0","0.5000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-05-06","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-07","3","1","1","0.3333","1.0000","0.3333","0.0000"
"57_BRX Welcome Stream","","T3","","2013-05-09","1","1","0","1.0000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-05-11","3","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-12","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-13","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-14","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-15","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-17","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-18","5","1","1","0.2000","1.0000","0.2000","1.0000"
"57_BRX Welcome Stream","","T3","","2013-05-19","2","1","0","0.5000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-05-21","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-22","2","1","0","0.5000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-05-25","2","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-27","1","1","1","1.0000","1.0000","1.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-05-28","1","1","0","1.0000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-05-29","3","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-05-30","2","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-06-01","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-06-02","2","1","0","0.5000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-03","0","0","0","NULL","NULL","NULL","NULL"
"57_BRX Welcome Stream","","T3","","2013-06-04","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-06-06","1","1","0","1.0000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-08","2","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-06-10","1","1","0","1.0000","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-11","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-06-14","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-06-15","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-06-16","6","2","0","0.3333","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-17","12","4","1","0.3333","0.2500","0.0833","0.2500"
"57_BRX Welcome Stream","","T3","","2013-06-18","15","2","0","0.1333","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-19","17","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T3","","2013-06-20","22","4","0","0.1818","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-21","12","3","0","0.2500","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-22","10","3","1","0.3000","0.3333","0.1000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-23","15","3","1","0.2000","0.3333","0.0667","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-24","13","1","0","0.0769","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-25","13","4","1","0.3077","0.2500","0.0769","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-26","17","3","0","0.1765","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-27","11","2","0","0.1818","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-28","22","4","2","0.1818","0.5000","0.0909","0.0000"
"57_BRX Welcome Stream","","T3","","2013-06-29","19","4","0","0.2105","0.0000","0.0000","0.0000"
